username,display_name,email,external_user_id,home_branch_code,home_branch_name,region,registration_status,cohort,notes,candidate_id
31176,Joko Rahayu,3100000000000176@lab.ecmp.local,3100000000000176,UPPPD-JOHAR-BARU,UPPPD Johar Baru,Jakarta Pusat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,f91eaf98-6cd7-5b44-901b-5bd5d8c61c1a
31177,Maya Gunawan,3100000000000177@lab.ecmp.local,3100000000000177,UPPPD-PENJARINGAN,UPPPD Penjaringan,Jakarta Utara,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,18b6740c-0974-53a0-ba79-bfe3f653b018
31178,Putri Nasution,3100000000000178@lab.ecmp.local,3100000000000178,UPPPD-PADEMANGAN,UPPPD Pademangan,Jakarta Utara,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,2ab9f24a-3404-597b-a7fc-2eda9b954e12
31179,Tono Hutagalung,3100000000000179@lab.ecmp.local,3100000000000179,UPPPD-TANJUNG-PRIOK,UPPPD Tanjung Priok,Jakarta Utara,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,b101a0df-f746-58f5-ae1e-69c55e35b61c
31180,Wawan Safitri,3100000000000180@lab.ecmp.local,3100000000000180,UPPPD-KOJA,UPPPD Koja,Jakarta Utara,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,8a490c8e-6c7c-5df7-a8a3-111a00429ba4
31181,Agus Santoso,3100000000000181@lab.ecmp.local,3100000000000181,UPPPD-KELAPA-GADING,UPPPD Kelapa Gading,Jakarta Utara,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,ac7143d1-c414-57f5-8ec7-3b18b9d9131b
31182,Fajar Hidayat,3100000000000182@lab.ecmp.local,3100000000000182,UPPPD-CILINCING,UPPPD Cilincing,Jakarta Utara,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,51f09ebc-efd5-5566-9fbf-c690e7be6aaf
31183,Intan Firmansyah,3100000000000183@lab.ecmp.local,3100000000000183,UPPPD-GROGOL-PETAMBURAN,UPPPD Grogol Petamburan,Jakarta Barat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,f1468d01-8347-55de-9714-7c2f6491f0ab
31184,Lukman Siregar,3100000000000184@lab.ecmp.local,3100000000000184,UPPPD-TAMAN-SARI,UPPPD Taman Sari,Jakarta Barat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,13c7cafc-cd0a-57c3-82fb-51acead6c7fa
31185,Prasetyo Dalimunthe,3100000000000185@lab.ecmp.local,3100000000000185,UPPPD-TAMBORA,UPPPD Tambora,Jakarta Barat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,cd70fa60-7c14-5ab2-b667-2952fe249dc0
31186,Tari Ramadhan,3100000000000186@lab.ecmp.local,3100000000000186,UPPPD-KEBON-JERUK,UPPPD Kebon Jeruk,Jakarta Barat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,add985c7-314c-53b2-b881-aab57ca8c8b7
31187,Citra Kusuma,3100000000000187@lab.ecmp.local,3100000000000187,UPPPD-PALMERAH,UPPPD Palmerah,Jakarta Barat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,4b27236e-dc2f-5588-9114-4a3f5623d3a7
31188,Fitri Putri,3100000000000188@lab.ecmp.local,3100000000000188,UPPPD-KEMBANGAN,UPPPD Kembangan,Jakarta Barat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,7984b62f-9405-5f8e-a8e9-761dc38bbf00
31189,Indra Permata,3100000000000189@lab.ecmp.local,3100000000000189,UPPPD-CENGKARENG,UPPPD Cengkareng,Jakarta Barat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,fc0b8eb5-476d-50b5-b684-2cafa3492a39
31190,Lestari Manurung,3100000000000190@lab.ecmp.local,3100000000000190,UPPPD-KALIDERES,UPPPD Kalideres,Jakarta Barat,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,b292e3be-8b44-5f16-9881-7d4c069e447a
31191,Oki Kurniawan,3100000000000191@lab.ecmp.local,3100000000000191,UPPPD-KEBAYORAN-BARU,UPPPD Kebayoran Baru,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,170f7682-1a0b-5b0e-a82c-e4b7c629cadf
31192,Sari Prasetya,3100000000000192@lab.ecmp.local,3100000000000192,UPPPD-KEBAYORAN-LAMA,UPPPD Kebayoran Lama,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,824e85dd-a953-5e0f-96a7-c542775af4dc
31193,Vina Lestari,3100000000000193@lab.ecmp.local,3100000000000193,UPPPD-PESANGGRAHAN,UPPPD Pesanggrahan,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,2acfc4e5-ccdd-5c00-85c2-cdb3e98f13d9
31194,Zaki Wibowo,3100000000000194@lab.ecmp.local,3100000000000194,UPPPD-CILANDAK,UPPPD Cilandak,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,8ae36359-b3c1-5e11-af95-0d4c5dd6a11d
31195,Dian Syahputra,3100000000000195@lab.ecmp.local,3100000000000195,UPPPD-PASAR-MINGGU,UPPPD Pasar Minggu,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,92333e4e-0c03-5299-8486-8ed7f0f35321
31196,Hendra Situmorang,3100000000000196@lab.ecmp.local,3100000000000196,UPPPD-JAGAKARSA,UPPPD Jagakarsa,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,ab44fed6-0b78-5b69-bfa5-966e60c5d7fb
31197,Kirana Handayani,3100000000000197@lab.ecmp.local,3100000000000197,UPPPD-MAMPANG-PRAPATAN,UPPPD Mampang Prapatan,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,5d4af11f-6c8f-55c3-a2cc-57dec6ae7ca2
31198,Nurul Susanti,3100000000000198@lab.ecmp.local,3100000000000198,UPPPD-PANCORAN,UPPPD Pancoran,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,bf2b5358-7409-5945-a4d4-74d58b453f5f
31199,Surya Nugroho,3100000000000199@lab.ecmp.local,3100000000000199,UPPPD-TEBET,UPPPD Tebet,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,08b52887-e4c2-5e96-a055-1a6f010a3cad
31200,Budi Halim,3100000000000200@lab.ecmp.local,3100000000000200,UPPPD-SETIABUDI,UPPPD Setiabudi,Jakarta Selatan,PENDING,EXTRA_CANDIDATE,Calon ekstra — boleh tidak didaftarkan; uji user pusat ada tapi belum anggota modul.,c09ad493-04fd-5b47-896b-ede49feb6a42
